feature_name,source_column,feature_group,transformation,timing,safe_for_prediction,notes
xGI90_last10,"expected_goal_involvements,minutes",attacking,90 * sum(prior 10 expected_goal_involvements) / sum(prior 10 minutes),HISTORICAL_SHIFTED,SAFE,
key_passes90_last3,"key_passes,minutes",attacking,90 * sum(prior 3 key_passes) / sum(prior 3 minutes),HISTORICAL_SHIFTED,SAFE,
key_passes90_last5,"key_passes,minutes",attacking,90 * sum(prior 5 key_passes) / sum(prior 5 minutes),HISTORICAL_SHIFTED,SAFE,
key_passes90_last10,"key_passes,minutes",attacking,90 * sum(prior 10 key_passes) / sum(prior 10 minutes),HISTORICAL_SHIFTED,SAFE,
big_chances_created90_last3,"big_chances_created,minutes",attacking,90 * sum(prior 3 big_chances_created) / sum(prior 3 minutes),HISTORICAL_SHIFTED,SAFE,
big_chances_created90_last5,"big_chances_created,minutes",attacking,90 * sum(prior 5 big_chances_created) / sum(prior 5 minutes),HISTORICAL_SHIFTED,SAFE,
big_chances_created90_last10,"big_chances_created,minutes",attacking,90 * sum(prior 10 big_chances_created) / sum(prior 10 minutes),HISTORICAL_SHIFTED,SAFE,
threat90_last3,"threat,minutes",ict,90 * sum(prior 3 threat) / sum(prior 3 minutes),HISTORICAL_SHIFTED,SAFE,
threat90_last5,"threat,minutes",ict,90 * sum(prior 5 threat) / sum(prior 5 minutes),HISTORICAL_SHIFTED,SAFE,
threat90_last10,"threat,minutes",ict,90 * sum(prior 10 threat) / sum(prior 10 minutes),HISTORICAL_SHIFTED,SAFE,
creativity90_last3,"creativity,minutes",ict,90 * sum(prior 3 creativity) / sum(prior 3 minutes),HISTORICAL_SHIFTED,SAFE,
creativity90_last5,"creativity,minutes",ict,90 * sum(prior 5 creativity) / sum(prior 5 minutes),HISTORICAL_SHIFTED,SAFE,
creativity90_last10,"creativity,minutes",ict,90 * sum(prior 10 creativity) / sum(prior 10 minutes),HISTORICAL_SHIFTED,SAFE,
influence90_last3,"influence,minutes",ict,90 * sum(prior 3 influence) / sum(prior 3 minutes),HISTORICAL_SHIFTED,SAFE,
influence90_last5,"influence,minutes",ict,90 * sum(prior 5 influence) / sum(prior 5 minutes),HISTORICAL_SHIFTED,SAFE,
influence90_last10,"influence,minutes",ict,90 * sum(prior 10 influence) / sum(prior 10 minutes),HISTORICAL_SHIFTED,SAFE,
ict90_last3,"ict_index,minutes",ict,90 * sum(prior 3 ict_index) / sum(prior 3 minutes),HISTORICAL_SHIFTED,SAFE,
ict90_last5,"ict_index,minutes",ict,90 * sum(prior 5 ict_index) / sum(prior 5 minutes),HISTORICAL_SHIFTED,SAFE,
ict90_last10,"ict_index,minutes",ict,90 * sum(prior 10 ict_index) / sum(prior 10 minutes),HISTORICAL_SHIFTED,SAFE,
points90_last3,"total_points,minutes",fpl_performance,90 * sum(prior 3 total_points) / sum(prior 3 minutes),HISTORICAL_SHIFTED,SAFE,
points90_last5,"total_points,minutes",fpl_performance,90 * sum(prior 5 total_points) / sum(prior 5 minutes),HISTORICAL_SHIFTED,SAFE,
points90_last10,"total_points,minutes",fpl_performance,90 * sum(prior 10 total_points) / sum(prior 10 minutes),HISTORICAL_SHIFTED,SAFE,
bonus90_last3,"bonus,minutes",fpl_performance,90 * sum(prior 3 bonus) / sum(prior 3 minutes),HISTORICAL_SHIFTED,SAFE,
bonus90_last5,"bonus,minutes",fpl_performance,90 * sum(prior 5 bonus) / sum(prior 5 minutes),HISTORICAL_SHIFTED,SAFE,
bonus90_last10,"bonus,minutes",fpl_performance,90 * sum(prior 10 bonus) / sum(prior 10 minutes),HISTORICAL_SHIFTED,SAFE,
bps90_last3,"bps,minutes",fpl_performance,90 * sum(prior 3 bps) / sum(prior 3 minutes),HISTORICAL_SHIFTED,SAFE,
bps90_last5,"bps,minutes",fpl_performance,90 * sum(prior 5 bps) / sum(prior 5 minutes),HISTORICAL_SHIFTED,SAFE,
bps90_last10,"bps,minutes",fpl_performance,90 * sum(prior 10 bps) / sum(prior 10 minutes),HISTORICAL_SHIFTED,SAFE,
goals_minus_xG_last3,"goals_scored,expected_goals",finishing,goals_last3 - xG_last3,HISTORICAL_SHIFTED,SAFE,
assists_minus_xA_last3,"assists,expected_assists",finishing,assists_last3 - xA_last3,HISTORICAL_SHIFTED,SAFE,
xGI_minus_returns_last3,"expected_goal_involvements,goals_scored,assists",finishing,xGI_last3 - goals_last3 - assists_last3,HISTORICAL_SHIFTED,SAFE,
goal_conversion_proxy_last3,"goals_scored,target_missed",finishing,"goals / (goals + target_missed); proxy, not true shot conversion",HISTORICAL_SHIFTED,SAFE,target_missed is not a complete shots denominator
goals_minus_xG_last5,"goals_scored,expected_goals",finishing,goals_last5 - xG_last5,HISTORICAL_SHIFTED,SAFE,
assists_minus_xA_last5,"assists,expected_assists",finishing,assists_last5 - xA_last5,HISTORICAL_SHIFTED,SAFE,
xGI_minus_returns_last5,"expected_goal_involvements,goals_scored,assists",finishing,xGI_last5 - goals_last5 - assists_last5,HISTORICAL_SHIFTED,SAFE,
goal_conversion_proxy_last5,"goals_scored,target_missed",finishing,"goals / (goals + target_missed); proxy, not true shot conversion",HISTORICAL_SHIFTED,SAFE,target_missed is not a complete shots denominator
goals_minus_xG_last10,"goals_scored,expected_goals",finishing,goals_last10 - xG_last10,HISTORICAL_SHIFTED,SAFE,
assists_minus_xA_last10,"assists,expected_assists",finishing,assists_last10 - xA_last10,HISTORICAL_SHIFTED,SAFE,
xGI_minus_returns_last10,"expected_goal_involvements,goals_scored,assists",finishing,xGI_last10 - goals_last10 - assists_last10,HISTORICAL_SHIFTED,SAFE,
goal_conversion_proxy_last10,"goals_scored,target_missed",finishing,"goals / (goals + target_missed); proxy, not true shot conversion",HISTORICAL_SHIFTED,SAFE,target_missed is not a complete shots denominator
selected_last1,selected,market,shift(1),HISTORICAL_SHIFTED,REVIEW,FPL snapshot collection timing is not guaranteed pre-deadline
selected_change,selected,market,current selected - shifted selected,UNKNOWN,REVIEW,Uses current-row snapshot with uncertain timing
selected_last3,selected,market,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,REVIEW,Historical snapshot timing remains uncertain
selected_last5,selected,market,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,REVIEW,Historical snapshot timing remains uncertain
selected_last10,selected,market,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,REVIEW,Historical snapshot timing remains uncertain
transfers_in_last1,transfers_in,market,shift(1),HISTORICAL_SHIFTED,REVIEW,FPL snapshot collection timing is not guaranteed pre-deadline
transfers_in_change,transfers_in,market,current transfers_in - shifted transfers_in,UNKNOWN,REVIEW,Uses current-row snapshot with uncertain timing
transfers_in_last3,transfers_in,market,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,REVIEW,Historical snapshot timing remains uncertain
transfers_in_last5,transfers_in,market,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,REVIEW,Historical snapshot timing remains uncertain
transfers_in_last10,transfers_in,market,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,REVIEW,Historical snapshot timing remains uncertain
transfers_out_last1,transfers_out,market,shift(1),HISTORICAL_SHIFTED,REVIEW,FPL snapshot collection timing is not guaranteed pre-deadline
transfers_out_change,transfers_out,market,current transfers_out - shifted transfers_out,UNKNOWN,REVIEW,Uses current-row snapshot with uncertain timing
transfers_out_last3,transfers_out,market,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,REVIEW,Historical snapshot timing remains uncertain
transfers_out_last5,transfers_out,market,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,REVIEW,Historical snapshot timing remains uncertain
transfers_out_last10,transfers_out,market,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,REVIEW,Historical snapshot timing remains uncertain
transfer_balance_last1,transfers_balance,market,shift(1),HISTORICAL_SHIFTED,REVIEW,FPL snapshot collection timing is not guaranteed pre-deadline
transfer_balance_change,transfers_balance,market,current transfers_balance - shifted transfers_balance,UNKNOWN,REVIEW,Uses current-row snapshot with uncertain timing
transfer_balance_last3,transfers_balance,market,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,REVIEW,Historical snapshot timing remains uncertain
transfer_balance_last5,transfers_balance,market,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,REVIEW,Historical snapshot timing remains uncertain
transfer_balance_last10,transfers_balance,market,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,REVIEW,Historical snapshot timing remains uncertain
price_last1,value,market,shift(1),HISTORICAL_SHIFTED,REVIEW,FPL snapshot collection timing is not guaranteed pre-deadline
price_change,value,market,current value - shifted value,UNKNOWN,REVIEW,Uses current-row snapshot with uncertain timing
price_last3,value,market,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,REVIEW,Historical snapshot timing remains uncertain
price_last5,value,market,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,REVIEW,Historical snapshot timing remains uncertain
price_last10,value,market,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,REVIEW,Historical snapshot timing remains uncertain
xP_last1,xP,fpl_expected_points,shift(1),HISTORICAL_SHIFTED,REVIEW,Repository README warns xP may have been recorded post-match
xP_avg3,xP,fpl_expected_points,"shift(1), rolling(3).mean(min_periods=1)",HISTORICAL_SHIFTED,REVIEW,Shifted but source collection timing is uncertain
xP_avg5,xP,fpl_expected_points,"shift(1), rolling(5).mean(min_periods=1)",HISTORICAL_SHIFTED,REVIEW,Shifted but source collection timing is uncertain
xP_avg10,xP,fpl_expected_points,"shift(1), rolling(10).mean(min_periods=1)",HISTORICAL_SHIFTED,REVIEW,Shifted but source collection timing is uncertain
clean_sheets_last3,clean_sheets,defensive,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
clean_sheets_last5,clean_sheets,defensive,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
clean_sheets_last10,clean_sheets,defensive,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
clean_sheets_season_before,clean_sheets,defensive,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
CBI_last3,clearances_blocks_interceptions,defensive,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
CBI_last5,clearances_blocks_interceptions,defensive,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
CBI_last10,clearances_blocks_interceptions,defensive,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
CBI_season_before,clearances_blocks_interceptions,defensive,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
tackles_last3,tackles,defensive,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
tackles_last5,tackles,defensive,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
tackles_last10,tackles,defensive,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
tackles_season_before,tackles,defensive,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
tackled_last3,tackled,defensive,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
tackled_last5,tackled,defensive,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
tackled_last10,tackled,defensive,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
tackled_season_before,tackled,defensive,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
recoveries_last3,recoveries,defensive,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
recoveries_last5,recoveries,defensive,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
recoveries_last10,recoveries,defensive,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
recoveries_season_before,recoveries,defensive,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
goals_conceded_last3,goals_conceded,defensive,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
goals_conceded_last5,goals_conceded,defensive,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
goals_conceded_last10,goals_conceded,defensive,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
goals_conceded_season_before,goals_conceded,defensive,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
errors_leading_to_goal_last3,errors_leading_to_goal,defensive,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
errors_leading_to_goal_last5,errors_leading_to_goal,defensive,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
errors_leading_to_goal_last10,errors_leading_to_goal,defensive,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
errors_leading_to_goal_season_before,errors_leading_to_goal,defensive,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
errors_leading_to_goal_attempt_last3,errors_leading_to_goal_attempt,defensive,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
errors_leading_to_goal_attempt_last5,errors_leading_to_goal_attempt,defensive,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
errors_leading_to_goal_attempt_last10,errors_leading_to_goal_attempt,defensive,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
errors_leading_to_goal_attempt_season_before,errors_leading_to_goal_attempt,defensive,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
penalties_conceded_last3,penalties_conceded,discipline,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
penalties_conceded_last5,penalties_conceded,discipline,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
penalties_conceded_last10,penalties_conceded,discipline,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
penalties_conceded_season_before,penalties_conceded,discipline,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
defensive_contribution_last3,defensive_contribution,defensive,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
defensive_contribution_avg3,defensive_contribution,defensive,defensive_contribution_last3 / games_available_last3,HISTORICAL_SHIFTED,SAFE,
defensive_contribution_last5,defensive_contribution,defensive,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
defensive_contribution_avg5,defensive_contribution,defensive,defensive_contribution_last5 / games_available_last5,HISTORICAL_SHIFTED,SAFE,
defensive_contribution_last10,defensive_contribution,defensive,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
defensive_contribution_avg10,defensive_contribution,defensive,defensive_contribution_last10 / games_available_last10,HISTORICAL_SHIFTED,SAFE,
defensive_contribution_season_before,defensive_contribution,defensive,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
fouls_last3,fouls,discipline,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
fouls_last5,fouls,discipline,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
fouls_last10,fouls,discipline,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
fouls_season_before,fouls,discipline,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
yellow_cards_last3,yellow_cards,discipline,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
yellow_cards_last5,yellow_cards,discipline,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
yellow_cards_last10,yellow_cards,discipline,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
yellow_cards_season_before,yellow_cards,discipline,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
red_cards_last3,red_cards,discipline,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
red_cards_last5,red_cards,discipline,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
red_cards_last10,red_cards,discipline,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
red_cards_season_before,red_cards,discipline,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
own_goals_last3,own_goals,discipline,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
own_goals_last5,own_goals,discipline,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
own_goals_last10,own_goals,discipline,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
own_goals_season_before,own_goals,discipline,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
penalties_missed_last3,penalties_missed,discipline,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
penalties_missed_last5,penalties_missed,discipline,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
penalties_missed_last10,penalties_missed,discipline,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
penalties_missed_season_before,penalties_missed,discipline,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
saves_last3,saves,goalkeeper,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
saves_avg3,saves,goalkeeper,saves_last3 / games_available_last3,HISTORICAL_SHIFTED,SAFE,
saves_last5,saves,goalkeeper,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
saves_avg5,saves,goalkeeper,saves_last5 / games_available_last5,HISTORICAL_SHIFTED,SAFE,
saves_last10,saves,goalkeeper,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
saves_avg10,saves,goalkeeper,saves_last10 / games_available_last10,HISTORICAL_SHIFTED,SAFE,
saves_season_before,saves,goalkeeper,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
penalties_saved_last3,penalties_saved,goalkeeper,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
penalties_saved_last5,penalties_saved,goalkeeper,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
penalties_saved_last10,penalties_saved,goalkeeper,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
penalties_saved_season_before,penalties_saved,goalkeeper,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
attempted_passes_last3,attempted_passes,passing,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
attempted_passes_last5,attempted_passes,passing,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
attempted_passes_last10,attempted_passes,passing,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
attempted_passes_season_before,attempted_passes,passing,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
completed_passes_last3,completed_passes,passing,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
completed_passes_last5,completed_passes,passing,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
completed_passes_last10,completed_passes,passing,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
completed_passes_season_before,completed_passes,passing,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
winning_goals_last3,winning_goals,rare_events,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
winning_goals_last5,winning_goals,rare_events,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
winning_goals_last10,winning_goals,rare_events,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
winning_goals_season_before,winning_goals,rare_events,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
loaned_in_last3,loaned_in,rare_events,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
loaned_in_last5,loaned_in,rare_events,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
loaned_in_last10,loaned_in,rare_events,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
loaned_in_season_before,loaned_in,rare_events,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
loaned_out_last3,loaned_out,rare_events,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
loaned_out_last5,loaned_out,rare_events,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
loaned_out_last10,loaned_out,rare_events,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
loaned_out_season_before,loaned_out,rare_events,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
mng_clean_sheets_last3,mng_clean_sheets,manager,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
mng_clean_sheets_last5,mng_clean_sheets,manager,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
mng_clean_sheets_last10,mng_clean_sheets,manager,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
mng_clean_sheets_season_before,mng_clean_sheets,manager,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
mng_draw_last3,mng_draw,manager,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
mng_draw_last5,mng_draw,manager,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
mng_draw_last10,mng_draw,manager,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
mng_draw_season_before,mng_draw,manager,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
mng_goals_scored_last3,mng_goals_scored,manager,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
mng_goals_scored_last5,mng_goals_scored,manager,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
mng_goals_scored_last10,mng_goals_scored,manager,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
mng_goals_scored_season_before,mng_goals_scored,manager,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
mng_loss_last3,mng_loss,manager,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
mng_loss_last5,mng_loss,manager,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
mng_loss_last10,mng_loss,manager,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
mng_loss_season_before,mng_loss,manager,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
mng_underdog_draw_last3,mng_underdog_draw,manager,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
mng_underdog_draw_last5,mng_underdog_draw,manager,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
mng_underdog_draw_last10,mng_underdog_draw,manager,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
mng_underdog_draw_season_before,mng_underdog_draw,manager,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
mng_underdog_win_last3,mng_underdog_win,manager,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
mng_underdog_win_last5,mng_underdog_win,manager,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
mng_underdog_win_last10,mng_underdog_win,manager,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
mng_underdog_win_season_before,mng_underdog_win,manager,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
mng_win_last3,mng_win,manager,"shift(1), rolling(3).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
mng_win_last5,mng_win,manager,"shift(1), rolling(5).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
mng_win_last10,mng_win,manager,"shift(1), rolling(10).sum(min_periods=1)",HISTORICAL_SHIFTED,SAFE,
mng_win_season_before,mng_win,manager,"shift(1), season expanding sum",HISTORICAL_SHIFTED,SAFE,
CBI90_last3,"clearances_blocks_interceptions,minutes",defensive,90 * sum(prior 3 clearances_blocks_interceptions) / sum(prior 3 minutes),HISTORICAL_SHIFTED,SAFE,
CBI90_last5,"clearances_blocks_interceptions,minutes",defensive,90 * sum(prior 5 clearances_blocks_interceptions) / sum(prior 5 minutes),HISTORICAL_SHIFTED,SAFE,
CBI90_last10,"clearances_blocks_interceptions,minutes",defensive,90 * sum(prior 10 clearances_blocks_interceptions) / sum(prior 10 minutes),HISTORICAL_SHIFTED,SAFE,
tackles90_last3,"tackles,minutes",defensive,90 * sum(prior 3 tackles) / sum(prior 3 minutes),HISTORICAL_SHIFTED,SAFE,
tackles90_last5,"tackles,minutes",defensive,90 * sum(prior 5 tackles) / sum(prior 5 minutes),HISTORICAL_SHIFTED,SAFE,
tackles90_last10,"tackles,minutes",defensive,90 * sum(prior 10 tackles) / sum(prior 10 minutes),HISTORICAL_SHIFTED,SAFE,
recoveries90_last3,"recoveries,minutes",defensive,90 * sum(prior 3 recoveries) / sum(prior 3 minutes),HISTORICAL_SHIFTED,SAFE,
recoveries90_last5,"recoveries,minutes",defensive,90 * sum(prior 5 recoveries) / sum(prior 5 minutes),HISTORICAL_SHIFTED,SAFE,
recoveries90_last10,"recoveries,minutes",defensive,90 * sum(prior 10 recoveries) / sum(prior 10 minutes),HISTORICAL_SHIFTED,SAFE,
goals_conceded90_last3,"goals_conceded,minutes",defensive,90 * sum(prior 3 goals_conceded) / sum(prior 3 minutes),HISTORICAL_SHIFTED,SAFE,
goals_conceded90_last5,"goals_conceded,minutes",defensive,90 * sum(prior 5 goals_conceded) / sum(prior 5 minutes),HISTORICAL_SHIFTED,SAFE,
goals_conceded90_last10,"goals_conceded,minutes",defensive,90 * sum(prior 10 goals_conceded) / sum(prior 10 minutes),HISTORICAL_SHIFTED,SAFE,
fouls90_last3,"fouls,minutes",discipline,90 * sum(prior 3 fouls) / sum(prior 3 minutes),HISTORICAL_SHIFTED,SAFE,
fouls90_last5,"fouls,minutes",discipline,90 * sum(prior 5 fouls) / sum(prior 5 minutes),HISTORICAL_SHIFTED,SAFE,
fouls90_last10,"fouls,minutes",discipline,90 * sum(prior 10 fouls) / sum(prior 10 minutes),HISTORICAL_SHIFTED,SAFE,
saves90_last3,"saves,minutes",goalkeeper,90 * sum(prior 3 saves) / sum(prior 3 minutes),HISTORICAL_SHIFTED,SAFE,
saves90_last5,"saves,minutes",goalkeeper,90 * sum(prior 5 saves) / sum(prior 5 minutes),HISTORICAL_SHIFTED,SAFE,
saves90_last10,"saves,minutes",goalkeeper,90 * sum(prior 10 saves) / sum(prior 10 minutes),HISTORICAL_SHIFTED,SAFE,
attempted_passes90_last3,"attempted_passes,minutes",passing,90 * sum(prior 3 attempted_passes) / sum(prior 3 minutes),HISTORICAL_SHIFTED,SAFE,
